AUPRC,AUROC,DOR,accuracy,balanced_accuracy,f1_score,fall_out,false_discovery_rate,false_negatives_over_total,false_omission_rate,false_positives_over_total,fowlkes_mallows_index,informedness,loss,markedness,mcc,miss_rate,negative_likelyhood_ratio,negative_predictive_value,positive_likelyhood_ratio,precision,prevalence_threshold,recall,specificity,threat_score,true_negatives_over_total,true_positives_over_total,holdout,subset,feature_set
0.9982726573944092,0.9999388456344604,138.02920532226562,0.9658766388893127,0.9928073287010193,0.9925035238265991,2.0555137325573014e-06,0.0005127025069668889,5.823994069942273e-05,5.847342254128307e-05,2.047190264420351e-06,0.9928073287010193,0.9925277233123779,2.5482782803010195e-05,0.9994287490844727,0.9924976825714111,0.014383313246071339,0.014383340254426003,0.9999415278434753,457253.71875,0.9994872808456421,0.0014319171896204352,0.9856166839599609,0.9999979734420776,0.9851186275482178,0.9959487915039062,0.0039908927865326405,0,subtrain,"Extended Connectivity (2r, 2048b)"
0.9626438617706299,0.9931418299674988,22.563709259033203,0.9652567505836487,0.9575619101524353,0.9391905069351196,0.00013744518219027668,0.035595349967479706,0.00034337531542405486,0.0003447009075898677,0.00013688822218682617,0.9575619101524353,0.9395116567611694,0.0005516912788152695,0.9640599489212036,0.9392732977867126,0.08473873883485794,0.08475037664175034,0.9996553063392639,6654.2587890625,0.9644046425819397,0.012106245383620262,0.9152612686157227,0.999862551689148,0.8853527307510376,0.9958109259605408,0.003708789125084877,0,validation,"Extended Connectivity (2r, 2048b)"
0.9625681638717651,0.9933845400810242,22.02719497680664,0.9653968214988708,0.9565731287002563,0.9386945962905884,0.00013246998423710465,0.03443438559770584,0.00035129045136272907,0.00035264159669168293,0.00013193338236305863,0.9565731287002563,0.9390583634376526,0.0005230348906479776,0.9652130603790283,0.938818633556366,0.0867212638258934,0.08673273772001266,0.9996473789215088,6889.03125,0.9655656218528748,0.011899043805897236,0.9132787585258484,0.9998675584793091,0.8844717741012573,0.995817244052887,0.0036995094269514084,0,test,"Extended Connectivity (2r, 2048b)"
0.9950215816497803,0.9999315738677979,98.57820129394531,0.9428337216377258,0.9899576902389526,0.9888115525245667,8.538296242477372e-06,0.002138063544407487,8.13102160464041e-05,8.163489837897941e-05,8.503715434926562e-06,0.9899576902389526,0.9888522028923035,4.57090645795688e-05,0.9977803230285645,0.9888075590133667,0.020076079294085503,0.020076248794794083,0.9999183416366577,113439.4921875,0.997861921787262,0.0029405872337520123,0.9799239039421082,0.9999914765357971,0.977870762348175,0.9959414005279541,0.003968794364482164,1,subtrain,"Extended Connectivity (2r, 2048b)"
0.9624810218811035,0.9956190586090088,25.395004272460938,0.9405667781829834,0.9621140956878662,0.9417732357978821,0.00015726027777418494,0.04017231985926628,0.0003061089664697647,0.00030730708385817707,0.00015662364603485912,0.9621140956878662,0.9419398903846741,0.0004642840940505266,0.9595203399658203,0.9417089223861694,0.0756145641207695,0.0756264477968216,0.9996926784515381,5874.3251953125,0.9598276615142822,0.012874260544776917,0.9243854284286499,0.9998427629470825,0.8899540901184082,0.9957950711250305,0.0037421714514493942,1,validation,"Extended Connectivity (2r, 2048b)"
0.961226224899292,0.9953393936157227,24.43156623840332,0.9408957958221436,0.9606788158416748,0.9408987760543823,0.00015161109331529588,0.038878198713064194,0.0003179502091370523,0.00031918988679535687,0.0001509969588369131,0.9606788158416748,0.9411070942878723,0.0004598822561092675,0.9608025550842285,0.940873384475708,0.0784907191991806,0.0785026103258133,0.9996808171272278,6074.10595703125,0.9611217975616455,0.012665176764130592,0.9215092658996582,0.9998483657836914,0.8883936405181885,0.9957982301712036,0.0037328496109694242,1,test,"Extended Connectivity (2r, 2048b)"
0.9993420839309692,0.9999864101409912,203.75198364257812,0.977157711982727,0.9951160550117493,0.9947338700294495,2.9251491469040047e-06,0.0007262924336828291,3.952651240979321e-05,3.968570308643393e-05,2.9133086627552984e-06,0.9951160550117493,0.9947441220283508,1.7659709556028247e-05,0.9992340803146362,0.9947229623794556,0.009764890186488628,0.009764918126165867,0.9999603629112244,327334.28125,0.9992737174034119,0.0017318612663075328,0.9902350902557373,0.9999970197677612,0.9895229339599609,0.9959492683410645,0.0040082926861941814,2,subtrain,"Extended Connectivity (2r, 2048b)"
0.9608588814735413,0.9920939207077026,26.329648971557617,0.9767172932624817,0.9634097814559937,0.9449682831764221,0.00014229444786906242,0.0363117977976799,0.00029634623206220567,0.00029750732937827706,0.00014171710063237697,0.9634097814559937,0.9451466202735901,0.0008051599725149572,0.9633907079696655,0.9449281692504883,0.07303821295499802,0.07304859906435013,0.999702513217926,6509.81689453125,0.9636881947517395,0.01223734300583601,0.9269617795944214,0.9998577237129211,0.8956776261329651,0.9958008527755737,0.0037610670551657677,2,validation,"Extended Connectivity (2r, 2048b)"
0.9599525928497314,0.9917896389961243,25.986024856567383,0.9766830205917358,0.9629437923431396,0.944573700428009,0.00014115516387391835,0.03612351790070534,0.00029964244458824396,0.0003008131461683661,0.00014058337546885014,0.9629437923431396,0.9447631239891052,0.0008073737844824791,0.9635756015777588,0.944543719291687,0.07397118210792542,0.07398161292076111,0.9996991753578186,6555.71630859375,0.963876485824585,0.01219519879668951,0.9260287880897522,0.9998588562011719,0.8949688673019409,0.9958086013793945,0.0037511573173105717,2,test,"Extended Connectivity (2r, 2048b)"
0.9974079728126526,0.9999586939811707,133.66998291015625,0.9578755497932434,0.9925744533538818,0.9920579195022583,3.7684519611502765e-06,0.0009394112857989967,6.0155918617965654e-05,6.039722575224005e-05,3.753183591470588e-06,0.9925744533538818,0.9920822978019714,3.031206870218739e-05,0.9990001916885376,0.9920503497123718,0.014847252517938614,0.014847307465970516,0.9999396204948425,254663.296875,0.9990605711936951,0.0019639329984784126,0.9851527214050293,0.9999961853027344,0.9842410087585449,0.9959445595741272,0.003991497680544853,3,subtrain,"Extended Connectivity (2r, 2048b)"
