,keras_tensor_19_loss,keras_tensor_20_loss,keras_tensor_21_loss,loss,val_keras_tensor_19_loss,val_keras_tensor_20_loss,val_keras_tensor_21_loss,val_loss
0,0.5273682475090027,0.3831167221069336,0.5512420535087585,1.4647856950759888,0.12555310130119324,0.15379919111728668,0.14450815320014954,0.423876017332077
1,0.04891783371567726,0.07348807901144028,0.07681194692850113,0.1994597166776657,0.01724015735089779,0.047836802899837494,0.04602433741092682,0.11116133630275726
2,0.016533374786376953,0.02919222041964531,0.04672246798872948,0.09250439703464508,0.0112956827506423,0.021780988201498985,0.03908415511250496,0.07220157235860825
3,0.01156267523765564,0.016347801312804222,0.040632814168930054,0.06855647265911102,0.00892370380461216,0.013691836968064308,0.03477733954787254,0.05745026841759682
4,0.009920096956193447,0.011547915637493134,0.03620656579732895,0.057660799473524094,0.008219964802265167,0.011733291670680046,0.030664753168821335,0.05064106732606888
5,0.008928637951612473,0.009134308435022831,0.032023098319768906,0.05009060353040695,0.0073913163505494595,0.009626742452383041,0.026458701118826866,0.043523963540792465
6,0.008200712502002716,0.0076790680177509785,0.028466546908020973,0.044351447373628616,0.006887064781039953,0.009357800707221031,0.0229705311357975,0.03926229476928711
7,0.00774518633261323,0.006908535957336426,0.025602493435144424,0.0402645617723465,0.006556584034115076,0.009097197093069553,0.02018754929304123,0.03583799675107002
8,0.007470749784260988,0.006021010223776102,0.023152044042944908,0.03665311262011528,0.006292880978435278,0.008767740800976753,0.01787579618394375,0.03296578675508499
9,0.007163577247411013,0.005532050505280495,0.021076491102576256,0.03376758471131325,0.006060231477022171,0.008422544226050377,0.015914209187030792,0.03042353317141533
10,0.006893685553222895,0.00515764718875289,0.01924382522702217,0.03129220008850098,0.005834671203047037,0.008299748413264751,0.014238945208489895,0.028424272313714027
11,0.0066607180051505566,0.004841546528041363,0.017433887347579002,0.028940724208950996,0.005665729288011789,0.008537639863789082,0.012950295582413673,0.02719840407371521
12,0.006614867597818375,0.004719608463346958,0.016085239127278328,0.02742326632142067,0.005497206002473831,0.007902740500867367,0.011571012437343597,0.024990787729620934
13,0.006315171718597412,0.004265205934643745,0.014771954156458378,0.0253548976033926,0.005337790586054325,0.008014792576432228,0.01043282076716423,0.02381875365972519
14,0.006119317375123501,0.00397396320477128,0.013562081381678581,0.023656096309423447,0.005199279636144638,0.008045650087296963,0.009534232318401337,0.022846855223178864
15,0.005991178564727306,0.004034082405269146,0.012529153376817703,0.022559596225619316,0.00503071304410696,0.008077545091509819,0.008788426406681538,0.02194897085428238
