classes_AUPRC,classes_AUROC,classes_accuracy,classes_loss,classes_precision,classes_recall,loss,pathways_AUPRC,pathways_AUROC,pathways_accuracy,pathways_loss,pathways_precision,pathways_recall,superclasses_AUPRC,superclasses_AUROC,superclasses_accuracy,superclasses_loss,superclasses_precision,superclasses_recall,holdout,subset,feature_set
0.9973381757736206,0.9999567866325378,0.9796649217605591,0.0001977307110792026,0.9740945100784302,0.978988766670227,0.0010981825180351734,0.9999956488609314,0.9999992251396179,0.9984679222106934,0.0007237725076265633,0.9979583621025085,0.9992061257362366,0.9996769428253174,0.9998996257781982,0.9969756007194519,0.00017645668413024396,0.9966655373573303,0.9979926943778992,0,subtrain,Auto-Correlation
0.9176452159881592,0.9782670140266418,0.8832471370697021,0.0014079669490456581,0.9017192721366882,0.8665501475334167,0.05847451090812683,0.9786890745162964,0.9924810528755188,0.9774771332740784,0.050006717443466187,0.9768217206001282,0.9769768118858337,0.9588260054588318,0.9876753091812134,0.9515320062637329,0.0070349667221307755,0.9568010568618774,0.9473684430122375,0,validation,Auto-Correlation
0.9133435487747192,0.9771857857704163,0.8784540891647339,0.0014582345029339194,0.8972905278205872,0.8651242852210999,0.06611380726099014,0.9760639667510986,0.9919478297233582,0.9751050472259521,0.05682158097624779,0.9740169048309326,0.9738931655883789,0.9526782035827637,0.9860135316848755,0.9470266103744507,0.007824111729860306,0.9523687362670898,0.9435257911682129,0,test,Auto-Correlation
0.9972397089004517,0.9999168515205383,0.9804409146308899,0.00020194458193145692,0.9703015089035034,0.9823840260505676,0.0012503629550337791,0.999994695186615,0.9999991655349731,0.9977515935897827,0.0008326327078975737,0.9975830316543579,0.9993252158164978,0.9998499751091003,0.9999891519546509,0.9966970682144165,0.00021545471099670976,0.9953807592391968,0.9978535771369934,1,subtrain,Auto-Correlation
0.912315845489502,0.9767948985099792,0.8799840807914734,0.0014916217187419534,0.8952810764312744,0.8664125204086304,0.06243203207850456,0.9768861532211304,0.9920443296432495,0.9763628840446472,0.05350833758711815,0.9766333103179932,0.9756252765655518,0.9553436040878296,0.9868628978729248,0.9498607516288757,0.007488328497856855,0.9539732336997986,0.94585782289505,1,validation,Auto-Correlation
0.9098386764526367,0.9758455753326416,0.8774353861808777,0.0015542354667559266,0.8916562795639038,0.8646793365478516,0.06814101338386536,0.975642740726471,0.9915117621421814,0.9725582599639893,0.05852581933140755,0.9717166423797607,0.9733214974403381,0.9524384140968323,0.9857574701309204,0.9465809464454651,0.00803875271230936,0.9497821927070618,0.9430170655250549,1,test,Auto-Correlation
0.9945427775382996,0.9988921880722046,0.9759640097618103,0.0002617671270854771,0.9731002449989319,0.9727330207824707,0.001064979936927557,0.9999769330024719,0.9999978542327881,0.9984281063079834,0.0006385757587850094,0.9986112713813782,0.9990869760513306,0.9998062252998352,0.9999790191650391,0.9974730610847473,0.00016437697922810912,0.9973384141921997,0.9979528784751892,2,subtrain,Auto-Correlation
0.9115515351295471,0.9747294187545776,0.8760843873023987,0.001525760511867702,0.8990688323974609,0.8590039014816284,0.06066536530852318,0.9769882559776306,0.9919890761375427,0.9768404364585876,0.051221974194049835,0.9764911532402039,0.975716233253479,0.9526341557502747,0.985712468624115,0.9497811198234558,0.00786516536027193,0.9541659951210022,0.9449876546859741,2,validation,Auto-Correlation
0.9084069132804871,0.9745473265647888,0.878517746925354,0.0015701845986768603,0.8992433547973633,0.8611199259757996,0.06947612762451172,0.9742452502250671,0.9908605217933655,0.974086344242096,0.05947911739349365,0.9737494587898254,0.9731309413909912,0.9495999813079834,0.9851478338241577,0.9469629526138306,0.00840567797422409,0.9519409537315369,0.9435257911682129,2,test,Auto-Correlation
0.9956574440002441,0.9998944997787476,0.9740737676620483,0.000255364750046283,0.9659274816513062,0.9721996188163757,0.0014178947312757373,0.9999538660049438,0.9999955296516418,0.9979307055473328,0.000935962307266891,0.997622013092041,0.9990474581718445,0.9998273253440857,0.9999986886978149,0.9964582920074463,0.0002263155038235709,0.9956170916557312,0.9976946711540222,3,subtrain,Auto-Correlation
