classes_AUPRC,classes_AUROC,classes_accuracy,classes_loss,classes_precision,classes_recall,loss,pathways_AUPRC,pathways_AUROC,pathways_accuracy,pathways_loss,pathways_precision,pathways_recall,superclasses_AUPRC,superclasses_AUROC,superclasses_accuracy,superclasses_loss,superclasses_precision,superclasses_recall,holdout,subset,feature_set
0.9999218583106995,0.9999998211860657,0.9648086428642273,1.8529441149439663e-05,0.9761542677879333,0.9994749426841736,2.0768100512214005e-05,0.9999998211860657,0.9999999403953552,0.9737682938575745,4.607688595115178e-07,0.999980628490448,0.9993033409118652,0.9999901056289673,0.9999999403953552,0.9901100397109985,1.777411853254307e-06,0.9982390999794006,0.9987133741378784,0,subtrain,"Extended Connectivity (2r, 2048b)"
0.9500705003738403,0.996509850025177,0.8932934403419495,0.00017137920076493174,0.8809369802474976,0.9196609258651733,0.0002552699879743159,0.9959598779678345,0.9984710216522217,0.9599546790122986,2.1330984964151867e-05,0.9836973547935486,0.9752532839775085,0.9799648523330688,0.998322069644928,0.9453118443489075,6.406163447536528e-05,0.9507086873054504,0.9450644850730896,0,validation,"Extended Connectivity (2r, 2048b)"
0.9551721811294556,0.9968193769454956,0.8980067372322083,0.0001612896885490045,0.8817038536071777,0.9259081482887268,0.00023805048840586096,0.9957557916641235,0.9987000226974487,0.9587108492851257,2.1237859982647933e-05,0.9848182201385498,0.9749504923820496,0.9829409718513489,0.9985442161560059,0.9506213068962097,5.552047150558792e-05,0.9526992440223694,0.9482321739196777,0,test,"Extended Connectivity (2r, 2048b)"
0.999929666519165,0.9999998807907104,0.9623816609382629,2.0933379346388392e-05,0.9703271389007568,0.9996064305305481,2.349100941501092e-05,0.9999997615814209,1.0,0.9711795449256897,4.852262236454408e-07,0.9999613165855408,0.999226450920105,0.9999890327453613,0.9999998807907104,0.989321231842041,2.065704620690667e-06,0.9977267980575562,0.9986743330955505,1,subtrain,"Extended Connectivity (2r, 2048b)"
0.9518181085586548,0.9968833327293396,0.8922417163848877,0.00017171920626424253,0.8721483945846558,0.9225680232048035,0.00025848872610367835,0.9954670071601868,0.9986892342567444,0.9555051922798157,2.5761382858036086e-05,0.9802759885787964,0.9747287034988403,0.9811555743217468,0.9982602596282959,0.9465253353118896,6.385539018083364e-05,0.9470387697219849,0.9471889734268188,1,validation,"Extended Connectivity (2r, 2048b)"
0.9543969631195068,0.9968600273132324,0.8993657827377319,0.00017893564654514194,0.8723620176315308,0.9282497763633728,0.0002645204949658364,0.9955697059631348,0.9987136721611023,0.957351803779602,2.358121309953276e-05,0.9827532768249512,0.9762493968009949,0.9820288419723511,0.9985639452934265,0.9468677043914795,6.199086783453822e-05,0.947825014591217,0.9484856128692627,1,test,"Extended Connectivity (2r, 2048b)"
0.9998513460159302,0.9999997615814209,0.9641210436820984,2.7263382435194217e-05,0.9601600170135498,0.9992311596870422,3.102061236859299e-05,0.9999980926513672,0.9999995827674866,0.974860429763794,7.61042429076042e-07,0.999941885471344,0.9984520673751831,0.9999780654907227,0.9999997019767761,0.9897459745407104,3.038516069864272e-06,0.9965438842773438,0.9986541867256165,2,subtrain,"Extended Connectivity (2r, 2048b)"
0.9509430527687073,0.9975985288619995,0.8948305249214172,0.0001606758451089263,0.8687190413475037,0.9207861423492432,0.00023849373974371701,0.9956940412521362,0.9986979961395264,0.9570423364639282,1.9476436136756092e-05,0.9827154874801636,0.9719966053962708,0.9818130135536194,0.9985081553459167,0.9461208581924438,5.797025733045302e-05,0.9453612565994263,0.9484315514564514,2,validation,"Extended Connectivity (2r, 2048b)"
0.95280522108078,0.9975874423980713,0.8972301483154297,0.00015988484665285796,0.8715653419494629,0.9236865639686584,0.00023858777421992272,0.9956239461898804,0.9987410306930542,0.9579989910125732,1.9918901671189815e-05,0.9842450618743896,0.9737135171890259,0.9822695255279541,0.9986990094184875,0.9472560286521912,5.8805995649890974e-05,0.9466514587402344,0.9467114210128784,2,test,"Extended Connectivity (2r, 2048b)"
0.999969482421875,1.0,0.9620378613471985,1.4233377441996709e-05,0.9837965369224548,0.9995499849319458,1.6221441910602152e-05,0.9999998807907104,0.9999999403953552,0.9725548028945923,3.6116068713454297e-07,1.0,0.9993614554405212,0.9999933838844299,0.9999998807907104,0.989968478679657,1.6218098153331084e-06,0.9981206059455872,0.9987924098968506,3,subtrain,"Extended Connectivity (2r, 2048b)"
0.9538275003433228,0.9962418079376221,0.8979046940803528,0.0001727237831801176,0.8884554505348206,0.9228575825691223,0.00025391043163836,0.9959149360656738,0.9986509680747986,0.9592266082763672,2.0632674932130612e-05,0.9848579168319702,0.9760210514068604,0.9822743535041809,0.9983121156692505,0.9458781480789185,6.009732169331983e-05,0.9533312320709229,0.9488802552223206,3,validation,"Extended Connectivity (2r, 2048b)"
0.9545172452926636,0.9960635304450989,0.899948239326477,0.00017958787793759257,0.8872275352478027,0.9263284206390381,0.00026720488676801324,0.9955438375473022,0.9984624981880188,0.9590344429016113,2.2558200726052746e-05,0.984380841255188,0.9745175838470459,0.9822938442230225,0.9980184435844421,0.9467383027076721,6.50642323307693e-05,0.951024055480957,0.9474084377288818,3,test,"Extended Connectivity (2r, 2048b)"
0.9999604821205139,0.9999999403953552,0.9632311463356018,1.1299391189822927e-05,0.9899903535842896,0.999362587928772,1.3028949979343452e-05,0.9999998807907104,1.0,0.9738491773605347,3.4196537512798386e-07,0.999980628490448,0.9993810653686523,0.9999932050704956,0.9999999403953552,0.9897864460945129,1.3834097671860945e-06,0.9983975887298584,0.9989311099052429,4,subtrain,"Extended Connectivity (2r, 2048b)"
0.9548889398574829,0.9961569905281067,0.8968530297279358,0.00016037214663811028,0.9034208059310913,0.9203154444694519,0.00024267254048027098,0.996059000492096,0.9986860752105713,0.9581748843193054,2.2668042220175266e-05,0.983766496181488,0.9766018390655518,0.9833768606185913,0.9980825185775757,0.9482242465019226,5.923029675614089e-05,0.9539269804954529,0.9490935206413269,4,validation,"Extended Connectivity (2r, 2048b)"
0.9554310441017151,0.9959291219711304,0.8985244631767273,0.00016857683658599854,0.8999941349029541,0.9229060411453247,0.00025604048278182745,0.9957090020179749,0.9986562728881836,0.9579989910125732,2.23729875870049e-05,0.9853217005729675,0.9756927490234375,0.9824830293655396,0.9979891180992126,0.9489386677742004,6.506750651169568e-05,0.9537981152534485,0.9483588933944702,4,test,"Extended Connectivity (2r, 2048b)"
0.9999300837516785,0.9999997615814209,0.9635749459266663,1.8694872778723948e-05,0.9758588671684265,0.9995875358581543,2.1175334040890448e-05,0.9999996423721313,1.0,0.974172830581665,5.183737812330946e-07,0.9999613165855408,0.9992650151252747,0.9999886751174927,0.9999998807907104,0.989705502986908,1.986516281249351e-06,0.9977267980575562,0.9990103840827942,5,subtrain,"Extended Connectivity (2r, 2048b)"
