feature_set,set,average_precision,accuracy
morgan_fingerprint,train,0.8389615016238875,0.7116633266533066
morgan_fingerprint,valid,0.711239942549118,0.5541038794485412
rdkit_fingerprint,train,0.9926014491441113,0.990501002004008
rdkit_fingerprint,valid,0.7849454336869424,0.6724911830714972
atom_pair_fingerprint,train,0.9918852462846932,0.9839478957915831
atom_pair_fingerprint,valid,0.7427069121135277,0.5804745110612376
topological_torsion_fingerprint,train,0.8591945337900724,0.7554909819639278
topological_torsion_fingerprint,valid,0.7045871321044569,0.5548252645078551
avalon_fingerprint,train,0.9894025763409032,0.9856112224448897
avalon_fingerprint,valid,0.8500285878206703,0.77003847386983
ecfp_skfp_fingerprint,train,0.8397167041240947,0.7124649298597194
ecfp_skfp_fingerprint,valid,0.7175686207135402,0.5624398845783906
layered_skfp_fingerprint,train,0.9871666363496243,0.9817635270541082
layered_skfp_fingerprint,valid,0.8576457905481966,0.782542481564604
lingo_skfp_fingerprint,train,0.9150180620997506,0.8301202404809619
lingo_skfp_fingerprint,valid,0.7113529020207102,0.5660468098749599
mqns_skfp_fingerprint,train,0.9587712514582442,0.9417434869739479
mqns_skfp_fingerprint,valid,0.7856900862305662,0.6906861173453029
pattern_skfp_fingerprint,train,0.9923759231051185,0.9899599198396793
pattern_skfp_fingerprint,valid,0.833825867024674,0.7416639948701507
secfp_skfp_fingerprint,train,0.8454939949619475,0.7186773547094188
secfp_skfp_fingerprint,valid,0.7375958884504396,0.580073741583841
morgan_fingerprint,train,0.8402085945624512,0.7147094188376754
morgan_fingerprint,valid,0.7172102412738607,0.5610772683552421
rdkit_fingerprint,train,0.9922341897741077,0.9903006012024048
rdkit_fingerprint,valid,0.7918396690749827,0.6801859570375121
atom_pair_fingerprint,train,0.9913080409837909,0.9828857715430862
atom_pair_fingerprint,valid,0.7473595590903874,0.5887303622956076
topological_torsion_fingerprint,train,0.8596306601457839,0.7576753507014028
topological_torsion_fingerprint,valid,0.7066039530317182,0.5594741904456556
avalon_fingerprint,train,0.9890390818839192,0.9855511022044088
avalon_fingerprint,valid,0.8550107203464364,0.7732446296890029
ecfp_skfp_fingerprint,train,0.8446591580248762,0.7201402805611222
ecfp_skfp_fingerprint,valid,0.7169604464179201,0.5615581917281179
layered_skfp_fingerprint,train,0.9881490785144224,0.9826452905811623
layered_skfp_fingerprint,valid,0.8520383866371894,0.7789355562680347
lingo_skfp_fingerprint,train,0.9119704705057783,0.8245891783567134
lingo_skfp_fingerprint,valid,0.708486343993187,0.5620391151009939
mqns_skfp_fingerprint,train,0.9597453272009006,0.9425851703406813
mqns_skfp_fingerprint,valid,0.7857047310919865,0.6909265790317409
pattern_skfp_fingerprint,train,0.9926827244843057,0.9900200400801603
pattern_skfp_fingerprint,valid,0.8297976937475096,0.7413433792882335
secfp_skfp_fingerprint,train,0.8439255428925441,0.7167735470941884
secfp_skfp_fingerprint,valid,0.7317282821198656,0.5709361974991984
morgan_fingerprint,train,0.8394353283343082,0.7130260521042084
morgan_fingerprint,valid,0.712808662696671,0.5568291118948381
rdkit_fingerprint,train,0.9926944349871579,0.9905811623246493
rdkit_fingerprint,valid,0.7863775402290172,0.6759378005771081
atom_pair_fingerprint,train,0.9927563509160319,0.9860921843687375
atom_pair_fingerprint,valid,0.7458013813367865,0.5876082077588971
topological_torsion_fingerprint,train,0.8602054805371124,0.7558517034068136
topological_torsion_fingerprint,valid,0.7038117715524166,0.5521000320615582
avalon_fingerprint,train,0.9898422071773737,0.9856513026052104
avalon_fingerprint,valid,0.8462181172778273,0.7652292401410709
ecfp_skfp_fingerprint,train,0.8426276030877055,0.716933867735471
ecfp_skfp_fingerprint,valid,0.7201423041684125,0.5633215774286631
layered_skfp_fingerprint,train,0.9869747191521012,0.9813026052104208
layered_skfp_fingerprint,valid,0.859815700919382,0.7835043283103559
lingo_skfp_fingerprint,train,0.9118399640911251,0.8247695390781563
lingo_skfp_fingerprint,valid,0.712511743650808,0.5660468098749599
mqns_skfp_fingerprint,train,0.9586629425577357,0.9409418837675351
mqns_skfp_fingerprint,valid,0.7899737273727874,0.6897242705995511
pattern_skfp_fingerprint,train,0.9922100664830998,0.9897394789579158
pattern_skfp_fingerprint,valid,0.8392430876564302,0.747996152613017
secfp_skfp_fingerprint,train,0.8466225919629549,0.721503006012024
secfp_skfp_fingerprint,valid,0.7364645078059514,0.5773485091375441
morgan_fingerprint,train,0.8422939454570593,0.7163326653306613
morgan_fingerprint,valid,0.7187896065305888,0.5613978839371594
rdkit_fingerprint,train,0.9922227381360905,0.9901803607214429
rdkit_fingerprint,valid,0.7946502636720799,0.6860371914075024
atom_pair_fingerprint,train,0.9919289989049062,0.9846092184368738
atom_pair_fingerprint,valid,0.7479557287908305,0.5872875921769798
topological_torsion_fingerprint,train,0.8569070648847541,0.7528256513026053
topological_torsion_fingerprint,valid,0.7082485149152085,0.5576306508496313
avalon_fingerprint,train,0.9891927270947424,0.9855310621242485
avalon_fingerprint,valid,0.8527712366440141,0.770278935556268
ecfp_skfp_fingerprint,train,0.8439480310845879,0.7181563126252505
ecfp_skfp_fingerprint,valid,0.7164104943479612,0.5588329592818211
layered_skfp_fingerprint,train,0.9876101399792081,0.982064128256513
layered_skfp_fingerprint,valid,0.8543225570577151,0.7797370952228279
lingo_skfp_fingerprint,train,0.913686566198378,0.8285370741482966
lingo_skfp_fingerprint,valid,0.7102086115275895,0.5642834241744149
mqns_skfp_fingerprint,train,0.9588504113912735,0.9420440881763527
mqns_skfp_fingerprint,valid,0.7879898132444569,0.6913273485091376
pattern_skfp_fingerprint,train,0.9925335787675985,0.9899599198396793
pattern_skfp_fingerprint,valid,0.8371287727124361,0.7450304584802822
secfp_skfp_fingerprint,train,0.8435591118419914,0.7164729458917836
secfp_skfp_fingerprint,valid,0.731371028016695,0.5675697338890671
morgan_fingerprint,train,0.8417731446359514,0.7166332665330661
morgan_fingerprint,valid,0.7184786528354083,0.5611574222507214
rdkit_fingerprint,train,0.9923677428092478,0.9903807615230461
rdkit_fingerprint,valid,0.7895647050794078,0.6784225713369669
atom_pair_fingerprint,train,0.9921774864649436,0.9849498997995992
atom_pair_fingerprint,valid,0.7449896984429625,0.5804745110612376
topological_torsion_fingerprint,train,0.8594119217683617,0.7556513026052104
topological_torsion_fingerprint,valid,0.7068084476851797,0.5559474190445656
avalon_fingerprint,train,0.9892875113745762,0.9853907815631262
avalon_fingerprint,valid,0.8508773489075026,0.7684353959602437
ecfp_skfp_fingerprint,train,0.840129903211873,0.7133867735470942
ecfp_skfp_fingerprint,valid,0.7149971916187967,0.5588329592818211
layered_skfp_fingerprint,train,0.9879599502087038,0.9830861723446894
layered_skfp_fingerprint,valid,0.854496230913912,0.7798172491183072
lingo_skfp_fingerprint,train,0.9131497441259742,0.8255110220440882
lingo_skfp_fingerprint,valid,0.7107769653703698,0.5615581917281179
mqns_skfp_fingerprint,train,0.9592558823977269,0.941122244488978
mqns_skfp_fingerprint,valid,0.7864836092861519,0.6877204232125681
pattern_skfp_fingerprint,train,0.9926089133987551,0.9899198396793587
pattern_skfp_fingerprint,valid,0.8369848555465469,0.746232766912472
secfp_skfp_fingerprint,train,0.8500073643823313,0.7245891783567134
secfp_skfp_fingerprint,valid,0.7355644950184971,0.5745431227957679
morgan_fingerprint,train,0.8412842341886443,0.715811623246493
morgan_fingerprint,valid,0.7158003624220777,0.5596344982366143
rdkit_fingerprint,train,0.9927234322599621,0.9907815631262525
rdkit_fingerprint,valid,0.7868961190169504,0.6740942609810837
atom_pair_fingerprint,train,0.9925958137550841,0.9858717434869739
atom_pair_fingerprint,valid,0.748141569701225,0.5847226675216416
topological_torsion_fingerprint,train,0.8653732476798512,0.7644689378757515
topological_torsion_fingerprint,valid,0.7111824969052032,0.5598749599230523
avalon_fingerprint,train,0.9897344703395133,0.9858717434869739
avalon_fingerprint,valid,0.851130536646475,0.7701186277653094
ecfp_skfp_fingerprint,train,0.8419873463773809,0.7157915831663326
ecfp_skfp_fingerprint,valid,0.7158745291280052,0.5594741904456556
layered_skfp_fingerprint,train,0.9869405553512404,0.9812625250501003
layered_skfp_fingerprint,valid,0.8563866051659497,0.7842257133696697
lingo_skfp_fingerprint,train,0.9134230159415417,0.8281963927855711
lingo_skfp_fingerprint,valid,0.7111472033755787,0.5644437319653736
mqns_skfp_fingerprint,train,0.958804669529185,0.9413226452905812
mqns_skfp_fingerprint,valid,0.7895456185730819,0.6888425777492786
pattern_skfp_fingerprint,train,0.9928041147179415,0.9904008016032064
pattern_skfp_fingerprint,valid,0.8353028052872493,0.7428663033023405
secfp_skfp_fingerprint,train,0.8483456668840843,0.7230260521042084
secfp_skfp_fingerprint,valid,0.7376780619721558,0.5763065084963129
morgan_fingerprint,train,0.838201312393504,0.7114629258517035
morgan_fingerprint,valid,0.7121749065626529,0.5562680346264829
rdkit_fingerprint,train,0.9921382873864426,0.9903406813627255
rdkit_fingerprint,valid,0.7912767785273129,0.6833921128566849
atom_pair_fingerprint,train,0.9922746424295932,0.9850501002004008
atom_pair_fingerprint,valid,0.7434004507914568,0.5815165117024688
topological_torsion_fingerprint,train,0.8604415075624308,0.7583967935871744
topological_torsion_fingerprint,valid,0.7071327983892263,0.5563481885219622
avalon_fingerprint,train,0.9891937321842877,0.9857314629258517
avalon_fingerprint,valid,0.8530683151849142,0.7726835524206477
