classes_AUPRC,classes_AUROC,classes_accuracy,classes_loss,classes_precision,classes_recall,loss,pathways_AUPRC,pathways_AUROC,pathways_accuracy,pathways_loss,pathways_precision,pathways_recall,superclasses_AUPRC,superclasses_AUROC,superclasses_accuracy,superclasses_loss,superclasses_precision,superclasses_recall,holdout,subset,feature_set
0.999656617641449,0.9999995231628418,0.9925782680511475,1.9614386474131607e-05,0.9661124348640442,0.9981729388237,2.2826672648079693e-05,0.9999947547912598,0.9999990463256836,0.9983684420585632,6.191333454808046e-07,0.99974125623703,0.9969238042831421,0.9999402761459351,0.9999992251396179,0.9964184761047363,2.587248900454142e-06,0.9955341219902039,0.9968400001525879,0,subtrain,Layered (2048b)
0.9494910836219788,0.9975853562355042,0.909271776676178,0.00017737457528710365,0.8740394711494446,0.9215981960296631,0.00026337720919400454,0.995160698890686,0.9986167550086975,0.9769200086593628,2.377849887125194e-05,0.9787097573280334,0.9707843661308289,0.9825690388679504,0.998732328414917,0.9531237483024597,6.22193401795812e-05,0.9510756731033325,0.9489585161209106,0,validation,Layered (2048b)
0.9460799694061279,0.9972097873687744,0.906341552734375,0.0001879198243841529,0.8669942021369934,0.9197864532470703,0.00028495394508354366,0.994671106338501,0.9984320998191833,0.9751687049865723,2.6552439521765336e-05,0.9792603254318237,0.9687480330467224,0.9795161485671997,0.9985777139663696,0.9477906823158264,7.055956666590646e-05,0.9466454982757568,0.94670569896698,0,test,Layered (2048b)
0.9997918009757996,0.9999997019767761,0.9930558204650879,1.9272687495686114e-05,0.9666295051574707,0.999265193939209,2.2279975382843986e-05,0.999995231628418,0.9999991655349731,0.9979903697967529,5.674168619407283e-07,0.9997014999389648,0.9970032572746277,0.9999535083770752,0.9999994039535522,0.9962791800498962,2.4351079446205404e-06,0.9954160451889038,0.9969393610954285,1,subtrain,Layered (2048b)
0.9498467445373535,0.9975599646568298,0.911738932132721,0.00019564368994906545,0.8668354749679565,0.924390435218811,0.0002912378986366093,0.9944503307342529,0.9983819723129272,0.9763628840446472,2.8077354727429338e-05,0.9795951247215271,0.9719730019569397,0.9821243286132812,0.9987598657608032,0.9524074792861938,6.787462189095095e-05,0.9484290480613708,0.950389564037323,1,validation,Layered (2048b)
0.9452803730964661,0.9969077110290527,0.9067235589027405,0.0002102012949762866,0.8611127734184265,0.9217568039894104,0.00031529751140624285,0.9938833713531494,0.9980558156967163,0.9763784408569336,2.84658744931221e-05,0.9793840646743774,0.9716699719429016,0.9785236120223999,0.9984685182571411,0.9503374695777893,7.663704309379682e-05,0.9467632174491882,0.947786808013916,1,test,Layered (2048b)
0.9998431205749512,0.9999998211860657,0.9938716292381287,1.4579017260984983e-05,0.9751856327056885,0.9989871978759766,1.7041575119947083e-05,0.999996542930603,0.9999994039535522,0.9984480142593384,4.665885739996156e-07,0.9997214674949646,0.9974594116210938,0.999967634677887,0.9999995827674866,0.9969159364700317,1.99524697563902e-06,0.9967212677001953,0.9968995451927185,2,subtrain,Layered (2048b)
0.9500927925109863,0.9976100921630859,0.911898136138916,0.0001815396681195125,0.8739388585090637,0.9240607023239136,0.00027673420845530927,0.994979202747345,0.9984560608863831,0.977158784866333,2.5553903469699435e-05,0.9787607789039612,0.9727799296379089,0.9805651307106018,0.9984222650527954,0.9537604451179504,6.940283492440358e-05,0.9496665596961975,0.9509499669075012,2,validation,Layered (2048b)
0.946811318397522,0.997401237487793,0.9094613790512085,0.00020004452380817384,0.870311439037323,0.9217568039894104,0.000302594096865505,0.9942879676818848,0.9982830882072449,0.9770151376724243,2.7868218239746056e-05,0.978713870048523,0.9725592136383057,0.9787158966064453,0.9984526038169861,0.9511014819145203,7.472001743735746e-05,0.9488643407821655,0.9511574506759644,2,test,Layered (2048b)
0.9987834692001343,0.9999978542327881,0.9895737767219543,4.07257211918477e-05,0.927307665348053,0.9970412254333496,4.650863411370665e-05,0.9999584555625916,0.9999794960021973,0.998129665851593,1.1038040383937187e-06,0.9995023012161255,0.9962890148162842,0.9998319745063782,0.9999976754188538,0.9958215355873108,4.685473413701402e-06,0.9929928779602051,0.9969792366027832,3,subtrain,Layered (2048b)
0.9463608264923096,0.9981111288070679,0.9049741625785828,0.00017161687719635665,0.8454180359840393,0.9200572371482849,0.0002466581645421684,0.9953145384788513,0.9986811280250549,0.9762037396430969,1.9762830561376177e-05,0.9798328876495361,0.9684720635414124,0.9812772870063782,0.9988282322883606,0.9489057064056396,5.551423237193376e-05,0.9446913003921509,0.9466444253921509,3,validation,Layered (2048b)
0.9433292150497437,0.9974042773246765,0.9041130542755127,0.00018480964354239404,0.8421327471733093,0.9215661287307739,0.00027332553872838616,0.9945346713066101,0.9984965920448303,0.9747866988182068,2.4173088604584336e-05,0.9787808656692505,0.966905951499939,0.9792177677154541,0.9987155795097351,0.9481726884841919,6.443673191824928e-05,0.9424113631248474,0.9449885487556458,3,test,Layered (2048b)
0.9998267889022827,0.9999997019767761,0.9930956363677979,1.1977143003605306e-05,0.9793533086776733,0.9985105991363525,1.4362125511979684e-05,0.9999962449073792,0.9999994039535522,0.9982092380523682,5.004820877729799e-07,0.9997413754463196,0.9972414374351501,0.9999631643295288,0.999999463558197,0.9964980483055115,1.8851627601179644e-06,0.9962666630744934,0.9970388412475586,4,subtrain,Layered (2048b)
0.9495084285736084,0.9974732398986816,0.9101472496986389,0.000163735167006962,0.8889060020446777,0.9178583025932312,0.00025135677424259484,0.9946984052658081,0.9984719157218933,0.9766812324523926,2.4453856894979253e-05,0.979283332824707,0.9721295833587646,0.9817649126052856,0.998913586139679,0.9533625245094299,6.370774644892663e-05,0.9527602791786194,0.9510177969932556,4,validation,Layered (2048b)
0.947393000125885,0.9973543882369995,0.9085062742233276,0.00017977716925088316,0.8851239085197449,0.9148287177085876,0.0002813352912198752,0.9936891794204712,0.998083233833313,0.9751687049865723,2.88136307062814e-05,0.9775431752204895,0.9705265760421753,0.9789772033691406,0.9982737898826599,0.9504011273384094,7.279367127921432e-05,0.9503446221351624,0.9469600319862366,4,test,Layered (2048b)
0.9994080662727356,0.9999991655349731,0.9910262823104858,2.680975194380153e-05,0.952288031578064,0.9979745149612427,3.1194758776109666e-05,0.9999907612800598,0.9999984502792358,0.998149573802948,8.336295422850526e-07,0.9996217489242554,0.9964678287506104,0.9999065399169922,0.9999985694885254,0.9959608316421509,3.5447646951070055e-06,0.9935078024864197,0.9975554943084717,5,subtrain,Layered (2048b)
0.9471306204795837,0.99834144115448,0.9097493290901184,0.00015250570140779018,0.8677165508270264,0.9195009469985962,0.00022673714556731284,0.9955800175666809,0.9987091422080994,0.9786708950996399,1.8623808500706218e-05,0.9821987152099609,0.9729923009872437,0.9820660352706909,0.9988895058631897,0.9539992213249207,5.5573578720213845e-05,0.9478481411933899,0.95086270570755,5,validation,Layered (2048b)
0.9431085586547852,0.997625470161438,0.903603732585907,0.00017198080604430288,0.8579772114753723,0.9150193929672241,0.000264578964561224,0.9944148659706116,0.9984347820281982,0.9751050472259521,2.463653072481975e-05,0.9791600108146667,0.9699549078941345,0.9792389869689941,0.9985960721969604,0.9483000040054321,6.806946475990117e-05,0.944201648235321,0.9481047987937927,5,test,Layered (2048b)
0.9997200965881348,0.9999995827674866,0.9927971959114075,1.8946584532386623e-05,0.9684786200523376,0.9989473223686218,2.2068214093451388e-05,0.9999922513961792,0.9999986290931702,0.998129665851593,6.734633757332631e-07,0.9995818734169006,0.9964869022369385,0.9999403357505798,0.9999990463256836,0.996259331703186,2.4440323613816872e-06,0.9955141544342041,0.9969587326049805,6,subtrain,Layered (2048b)
0.9528637528419495,0.997157871723175,0.9137285947799683,0.00017166268662549555,0.8740074634552002,0.9264729022979736,0.0002501999551896006,0.9956470727920532,0.9985249042510986,0.9785117506980896,2.0385439711390063e-05,0.981864869594574,0.9711111187934875,0.9837631583213806,0.998806893825531,0.9544767141342163,5.796534242108464e-05,0.9512621164321899,0.9521690607070923,6,validation,Layered (2048b)
0.9485353231430054,0.9968343377113342,0.9101617336273193,0.00018759758677333593,0.8676970601081848,0.9241721034049988,0.0002769483835436404,0.9948679208755493,0.9985413551330566,0.9770787954330444,2.3576194507768378e-05,0.9799500107765198,0.9717334508895874,0.9809346795082092,0.9987573027610779,0.9512288570404053,6.582635251106694e-05,0.9489237070083618,0.94759601354599,6,test,Layered (2048b)
